OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",Pink,Office Supplies,Art,2016-03-31,,,,,0
OFF-AR-10003394,Newell 332,Pink,Office Supplies,Art,2016-11-04,Alfani,5,6.08E+11,,0
OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",Pink,Office Supplies,Art,2016-01-02,,"10,8.5,9.5,11.5,9,8,11",,,2
OFF-AR-10003469,Nontoxic Chalk,Blue,Office Supplies,Art,2017-01-12,Dance Class,,79092171349,,0
OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Black,Office Supplies,Art,2016-03-09,,,,,0
OFF-AR-10003481,Newell 348,Blue,Office Supplies,Art,2016-01-02,,,,,2
OFF-AR-10003504,Newell 347,Blue,Office Supplies,Art,2016-11-11,,,6.44E+11,,0
OFF-AR-10003514,4009 Highlighters by Sanford,Pink,Office Supplies,Art,2017-01-12,,8,7.12E+11,,5
OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,Blue,Office Supplies,Art,2017-02-03,,,,,2
OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",White,Office Supplies,Art,2017-01-27,,,8.87E+11,,0
OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",Pink,Office Supplies,Art,2016-03-04,,10,8.87E+11,,0
OFF-AR-10003631,Staples in misc. colors,Blue,Office Supplies,Art,2016-11-11,Bedroom Athletics,,,,2
OFF-AR-10003651,Newell 350,Blue,Office Supplies,Art,2016-10-05,Warson Brands,"10,10 M,10.5,10.5 M,11,11 M,11.5,11.5 M,12,13,13 M,7 M,7.5 M,8.5,9,9.5,9.5 M",6.91E+11,,0
OFF-AR-10003696,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Black,Office Supplies,Art,2016-02-17,,,40326745728,,0
OFF-AR-10003723,Avery Hi-Liter Fluorescent Desk Style Markers,Black,Office Supplies,Art,2016-02-19,,"40.5,38,37.5,41,35,39.5,36.5,38.5 ,36 ,40 ,39,37,35.5",,,0
OFF-AR-10003727,Berol Giant Pencil Sharpener,Blue,Office Supplies,Art,2015-11-29,,,,,0
OFF-AR-10003732,Newell 333,Blue,Office Supplies,Art,2016-11-04,Nike,,8.88E+11,,0
OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,Blue,Office Supplies,Art,2016-09-25,Reebok,,8.88E+11,,0
OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",Blue,Office Supplies,Art,2017-02-03,,,,,8
OFF-AR-10003770,Newell 340,Pink,Office Supplies,Art,2017-01-24,,,8.43E+11,,0
OFF-AR-10003811,Newell 327,Blue,Office Supplies,Art,2015-08-14,Georgia Boot,"10 M,10 W,10.5 M,10.5 W,11 M,11 W,11.5 M,11.5 W,12 M,12 W,13 M,13 W,7 M,7.5 M,8 M,8 W,8.5 M,8.5 W,9 M,9 W,9.5 M,9.5 W,8W,11W,9W,12W,13W,8.5M,11.5M,9M,8M,9.5M,10.5M,10W,8.5W,7M,7.5M,9.5W,11M,10.5W,10M,13M,11.5W,12M",43538584437,,4
OFF-AR-10003829,Newell 35,Black,Office Supplies,Art,2016-03-21,,7.5,8.84E+11,,0
OFF-AR-10003856,Newell 344,Pink,Office Supplies,Art,2016-11-10,Bigbolo,,8.84E+11,,0
OFF-AR-10003876,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Black,Office Supplies,Art,2016-08-04,,,,,0
OFF-AR-10003896,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",Pink,Office Supplies,Art,2016-06-08,,,8.88E+11,,0
OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,Black,Office Supplies,Art,2017-01-12,Laredo,,6.79E+11,,0
OFF-AR-10003958,Newell 337,Pink,Office Supplies,Art,2017-01-12,Puma,"8.5,10,7,6.5,7.5,9,8",8.89E+11,,0
OFF-AR-10004010,Hunt Boston Vacuum Mount KS Pencil Sharpener,Black,Office Supplies,Art,2016-08-27,SNEED,,,599 g,3
OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,Blue,Office Supplies,Art,2016-03-29,,,,,0
OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Pink,Office Supplies,Art,2016-02-16,,,,,0
OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Blue,Office Supplies,Art,2016-10-05,Italian Shoe Makers,,,,2
OFF-AR-10004062,Staples in misc. colors,Pink,Office Supplies,Art,2016-03-11,,,,,2
OFF-AR-10004078,Newell 312,Blue,Office Supplies,Art,2017-01-27,Jordan,,8.88E+11,,0
OFF-AR-10004165,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Black,Office Supplies,Art,2015-11-16,Qianyuyu,,,499 g,0
OFF-AR-10004269,Newell 31,Black,Office Supplies,Art,2016-11-04,Thalia Sodi,6.5,6.08E+11,,4
OFF-AR-10004272,Newell 308,Blue,Office Supplies,Art,2015-11-16,,,,,0
OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,Blue,Office Supplies,Art,2016-01-15,,,,,2
OFF-AR-10004441,BIC Brite Liner Highlighters,Black,Office Supplies,Art,2017-01-27,,,6.87E+11,,2
OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Blue,Office Supplies,Art,2016-11-10,,,8.84E+11,,4
OFF-AR-10004582,BIC Brite Liner Grip Highlighters,Blue,Office Supplies,Art,2017-01-09,Wild Pair,"8.5,10,5.5,7,6,5,6.5,7.5,9,8",7.63E+11,,0
OFF-AR-10004587,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",Pink,Office Supplies,Art,2017-01-22,Wolverine World Wide,"10 M,11 M,5 M,5.5 M,6 M,6.5 M,7 M,7.5 M,8 M,8.5 M,9.5 M,9 M",44212676639,,0
OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,Blue,Office Supplies,Art,2015-12-13,,"Medium,Small,Large",,,2
OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,Pink,Office Supplies,Art,2017-01-09,unknown,10,8.88E+11,,0
OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Pink,Office Supplies,Art,2016-11-15,Baffin,12,59781798644,,2
OFF-AR-10004691,Boston 1730 StandUp Electric Pencil Sharpener,Pink,Office Supplies,Art,2017-01-12,Keen,5,8.87E+11,,2
OFF-AR-10004707,Staples in misc. colors,Blue,Office Supplies,Art,2016-04-20,,,,,0
OFF-AR-10004752,Blackstonian Pencils,Black,Office Supplies,Art,2016-10-05,Tretorn,"10,7.5,8,9,9.5",8.85E+11,,0
OFF-AR-10004757,Crayola Colored Pencils,Blue,Office Supplies,Art,2016-07-26,,,,,0
OFF-AR-10004790,Staples in misc. colors,White,Office Supplies,Art,2016-11-07,,,6.99E+11,,0
OFF-AR-10004817,Colorific Watercolor Pencils,Black,Office Supplies,Art,2016-01-02,,,,,4
OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,Blue,Office Supplies,Art,2016-01-13,,,,,0
OFF-AR-10004956,Newell 33,Blue,Office Supplies,Art,2017-01-30,Crocs,,8.84E+11,,2
OFF-AR-10004974,Newell 342,Black,Office Supplies,Art,2017-01-24,,,8.85E+11,,4
OFF-AR-10004999,Newell 315,Pink,Office Supplies,Art,2017-01-16,,"10.5,10,8.5,7,9.5,9,8,13,11,12",8.89E+11,,0
OFF-BI-10000014,Heavy-Duty E-Z-D Binders,Blue,Office Supplies,Binders,2016-03-18,,,,,0
OFF-BI-10000042,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Blue,Office Supplies,Binders,2016-03-22,,,,,0
OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",Blue,Office Supplies,Binders,2016-01-02,,,,,2
OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Blue,Office Supplies,Binders,2016-03-22,,10,8.89E+11,,4
OFF-BI-10000088,GBC Imprintable Covers,Blue,Office Supplies,Binders,2016-05-15,,,8.83E+11,,6
OFF-BI-10000136,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Blue,Office Supplies,Binders,2016-03-02,,,8875544261,,3
OFF-BI-10000138,Acco Translucent Poly Ring Binders,Blue,Office Supplies,Binders,2017-01-22,WOLVERINE WORLDWIDE,"10 M,10.5 M,11 M,11.5 M,12 M,13 M,7 M,7.5 M,8 M,8.5 M,9 M,9.5 M",46118806127,,0
OFF-BI-10000145,Zipper Ring Binder Pockets,Blue,Office Supplies,Binders,2016-07-28,,,,,3
OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Black,Office Supplies,Binders,2016-08-01,,XXXL,6.86E+11,,0
OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Pink,Office Supplies,Binders,2016-10-05,Sorel,,8.89E+11,,0
OFF-BI-10000216,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Blue,Office Supplies,Binders,2017-01-09,,,6.09E+11,,0
OFF-BI-10000279,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Pink,Office Supplies,Binders,2016-05-06,,,6.36E+11,,4
OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Blue,Office Supplies,Binders,2017-01-22,,,1.91E+11,,0
OFF-BI-10000301,GBC Instant Report Kit,Blue,Office Supplies,Binders,2016-09-25,Skechers USA,"5,5.5",8.84E+11,,1
OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Blue,Office Supplies,Binders,2017-01-27,Dr. Scholl'S,,93636379275,,4
OFF-BI-10000315,Poly Designer Cover & Back,Blue,Office Supplies,Binders,2016-11-01,Wolverine World Wide,,7.39E+11,,0
OFF-BI-10000320,GBC Plastic Binding Combs,Pink,Office Supplies,Binders,2016-03-11,,,,,0
OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Blue,Office Supplies,Binders,2015-04-07,Cufflinks Inc,,8.49E+11,1.0 lbs,0
OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,Blue,Office Supplies,Binders,2017-01-14,PleaserUSA,,8.85E+11,,0
OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,Blue,Office Supplies,Binders,2016-04-10,,8.5,98091979022,,2
OFF-BI-10000546,Avery Durable Binders,Pink,Office Supplies,Binders,2016-04-22,,9.5,8.88E+11,,0
OFF-BI-10000591,Avery Binder Labels,Blue,Office Supplies,Binders,2016-03-11,,M,,,0
OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Black,Office Supplies,Binders,2016-01-27,,,,,4
OFF-BI-10000632,Satellite Sectional Post Binders,Black,Office Supplies,Binders,2016-03-22,,,,,13
OFF-BI-10000666,Surelock Post Binders,Blue,Office Supplies,Binders,2015-11-01,,7.5,8.84E+11,,2
OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,Blue,Office Supplies,Binders,2017-01-20,Hush Puppies,12 M,6.36E+11,,2
OFF-BI-10000773,Insertable Tab Post Binder Dividers,Blue,Office Supplies,Binders,2017-01-17,,"10,7,6,5,9,8",1.90E+11,,8
OFF-BI-10000778,GBC VeloBinder Electric Binding Machine,Blue,Office Supplies,Binders,2016-03-16,,9,6.05E+11,,0
OFF-BI-10000822,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Blue,Office Supplies,Binders,2016-11-04,Vince,8,93633608958,,6
OFF-BI-10000829,Avery Non-Stick Binders,Blue,Office Supplies,Binders,2016-10-28,Keds,,44213814504,,0
OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets,Pink,Office Supplies,Binders,2016-06-17,Easy Spirit,"6,7,7.5",,,4
OFF-BI-10000848,Angle-D Ring Binders,Black,Office Supplies,Binders,2017-01-27,Norcross Safety Prod,,86189180283,,0
OFF-BI-10000948,"GBC Laser Imprintable Binding System Covers, Desert Sand",Pink,Office Supplies,Binders,2017-01-27,,,7.33E+11,,0
OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Black,Office Supplies,Binders,2017-01-27,,"10,7,5,4,9,8",8.88E+11,,2
OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,Black,Office Supplies,Binders,2016-11-10,Pleaser Shoes,"10,6",8.85E+11,,3
OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,Blue,Office Supplies,Binders,2017-01-12,Rose Petals by Walking Cradles,"5.5,6,7",6.08E+11,,0
OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,Blue,Office Supplies,Binders,2015-11-02,,,,,3
OFF-BI-10001071,GBC ProClick Punch Binding System,Black,Office Supplies,Binders,2016-03-12,,,,,4
OFF-BI-10001072,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Pink,Office Supplies,Binders,2016-11-04,,,7.51E+11,,7
OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Black,Office Supplies,Binders,2015-11-16,FitFlop,,8.84E+11,,0
OFF-BI-10001097,Avery Hole Reinforcements,Black,Office Supplies,Binders,2017-01-27,VANS,,7.58E+11,,0
OFF-BI-10001098,Acco D-Ring Binder w/DublLock,Blue,Office Supplies,Binders,2016-03-11,,,,,11
OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",Blue,Office Supplies,Binders,2015-10-14,,,,,0
OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",Pink,Office Supplies,Binders,2015-08-14,,,8.83E+11,,0
OFF-BI-10001120,Ibico EPK-21 Electric Binding System,Blue,Office Supplies,Binders,2016-02-14,,,6.04E+11,,0
OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Blue,Office Supplies,Binders,2017-01-20,Unisa,6.5,8.84E+11,,3
OFF-BI-10001153,Ibico Recycled Grain-Textured Covers,Blue,Office Supplies,Binders,2016-03-09,,3X,,,0
OFF-BI-10001191,Canvas Sectional Post Binders,Blue,Office Supplies,Binders,2017-01-12,VIONIC BY ORTHAHEEL,,6.17E+11,,0
OFF-BI-10001196,"Avery Flip-Chart Easel Binder, Black",Blue,Office Supplies,Binders,2016-09-24,Enzo Angiolini,"11,6.5,9",19843370164,,0
OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,Black,Office Supplies,Binders,2017-01-12,Bearpaw,,8.41E+11,,0
OFF-BI-10001267,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Blue,Office Supplies,Binders,2016-06-20,,,7.16E+11,,2
OFF-BI-10001294,Fellowes Binding Cases,Blue,Office Supplies,Binders,2017-01-12,,11,6.90E+11,,0
OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,White,Office Supplies,Binders,2016-11-11,Minnetonka,,7.48E+11,,0
OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,Blue,Office Supplies,Binders,2016-01-02,,"10.5,10,8.5,7,6,9.5,6.5,7.5,11.5,9,8,13,14,11,12",,,6
OFF-BI-10001460,Plastic Binding Combs,Black,Office Supplies,Binders,2016-06-08,DS Work,,7.03E+11,,2
OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,Blue,Office Supplies,Binders,2016-03-19,,"10.5,9.5,11.5,9,8,11,12",,,0
OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,Blue,Office Supplies,Binders,2017-01-27,Naturalizer,10,93634352416,,0
OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Blue,Office Supplies,Binders,2017-01-27,,"11.5,11,12",8.88E+11,,2
OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,Blue,Office Supplies,Binders,2016-03-30,,,,,3
OFF-BI-10001575,GBC Linen Binding Covers,Blue,Office Supplies,Binders,2016-03-11,,"S,M",,,3
OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Blue,Office Supplies,Binders,2016-03-30,,,,,3
OFF-BI-10001617,GBC Wire Binding Combs,Black,Office Supplies,Binders,2015-11-09,"Hardy Life, LLC","5,6,7",8.84E+11,,3
OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Black,Office Supplies,Binders,2015-11-16,Qianyuyu,,,499 g,2
OFF-BI-10001634,Wilson Jones Active Use Binders,Blue,Office Supplies,Binders,2016-02-02,,,8.87E+11,,2
OFF-BI-10001636,Ibico Plastic and Wire Spiral Binding Combs,Blue,Office Supplies,Binders,2016-03-22,,,,,0
OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,Pink,Office Supplies,Binders,2016-02-19,,,,,0
OFF-BI-10001670,Vinyl Sectional Post Binders,Pink,Office Supplies,Binders,2016-10-28,Comfy Feet LLC,"2x,XL",6.81E+11,,0
OFF-BI-10001679,GBC Instant Index System for Binding Systems,Blue,Office Supplies,Binders,2016-08-01,,,8.17E+11,,5
OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,Blue,Office Supplies,Binders,2016-04-03,,,8.89E+11,,3
OFF-BI-10001721,Trimflex Flexible Post Binders,Pink,Office Supplies,Binders,2016-01-15,,,,,2
OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,Blue,Office Supplies,Binders,2017-01-09,Quiksilver,,8.88E+11,,3
OFF-BI-10001758,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Blue,Office Supplies,Binders,2017-01-27,New Balance,,8.85E+11,,3
OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Blue,Office Supplies,Binders,2017-01-14,Spring Footwear,,8.40E+11,,0
OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Pink,Office Supplies,Binders,2016-11-04,Woolrich,,8.40E+11,,0
OFF-BI-10001787,Wilson Jones Four-Pocket Poly Binders,Black,Office Supplies,Binders,2016-11-04,G by Guess,9.5,8.88E+11,,0
OFF-BI-10001890,Avery Poly Binder Pockets,Blue,Office Supplies,Binders,2016-05-18,,,7.66E+11,,5
OFF-BI-10001900,"DXL Angle-View Binders with Locking Rings, Black",Pink,Office Supplies,Binders,2016-02-02,,15,7.12E+11,,8
OFF-BI-10001922,Storex Dura Pro Binders,Blue,Office Supplies,Binders,2016-01-02,,"10.5,10,8.5,7,9.5,7.5,11.5,9,8,13,14,11,12",,,8
OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,Pink,Office Supplies,Binders,2015-12-02,,,,,0
OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,Black,Office Supplies,Binders,2016-03-04,,9.5,8.23E+11,,0
OFF-BI-10002003,Ibico Presentation Index for Binding Systems,White,Office Supplies,Binders,2016-03-04,,,8.53E+11,,0
OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,Blue,Office Supplies,Binders,2016-01-01,,,,,0
OFF-BI-10002026,Avery Arch Ring Binders,Black,Office Supplies,Binders,2015-12-14,,,,,3
OFF-BI-10002049,UniKeep View Case Binders,Blue,Office Supplies,Binders,2016-11-10,ELLIE SHOES,,8.43E+11,,3
OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,Blue,Office Supplies,Binders,2016-03-08,,,,,0
OFF-BI-10002072,Cardinal Slant-D Ring Binders,Pink,Office Supplies,Binders,2016-06-20,,7.5,8.86E+11,,0
OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,Pink,Office Supplies,Binders,2016-11-07,,6.5,7.06E+11,,0
OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Pink,Office Supplies,Binders,2017-01-24,Fun World,,23168076762,,2
OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Pink,Office Supplies,Binders,2017-01-20,Michael Antonio,"7,6.5,7.5",8.87E+11,,0
OFF-BI-10002160,Acco Hanging Data Binders,Blue,Office Supplies,Binders,2016-03-12,,,,,2
OFF-BI-10002194,Cardinal Hold-It CD Pocket,Blue,Office Supplies,Binders,2015-11-08,Intrepid International,"Small,Large",,181 g,2
OFF-BI-10002215,"Wilson Jones Hanging View Binder, White, 1""",Pink,Office Supplies,Binders,2017-01-17,,,8.43E+11,,0
OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Pink,Office Supplies,Binders,2016-02-14,,,5.65E+11,,0
OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,Pink,Office Supplies,Binders,2015-12-01,,,,,0
OFF-BI-10002353,GBC VeloBind Cover Sets,Blue,Office Supplies,Binders,2016-03-30,,,,,3
OFF-BI-10002393,Binder Posts,Black,Office Supplies,Binders,2016-10-05,Soda,,7.23E+11,,0
OFF-BI-10002412,Wilson Jones �Snap� Scratch Pad Binder Tool for Ring Binders,Black,Office Supplies,Binders,2016-03-10,,,,,0
OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",Pink,Office Supplies,Binders,2016-08-27,SNEED,,,599 g,2
OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,Blue,Office Supplies,Binders,2016-08-27,SNEED,,,599 g,0
OFF-BI-10002498,Clear Mylar Reinforcing Strips,Pink,Office Supplies,Binders,2016-02-21,,,7.13E+11,,3
OFF-BI-10002557,Presstex Flexible Ring Binders,Pink,Office Supplies,Binders,2015-12-01,,,,,0
OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Black,Office Supplies,Binders,2016-02-09,,,,,0
OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,Blue,Office Supplies,Binders,2016-03-30,,"7,8,9,10,11,12,13",,,4
OFF-BI-10002706,Avery Premier Heavy-Duty Binder with Round Locking Rings,Blue,Office Supplies,Binders,2016-10-28,Lauren Ralph Lauren,,8.90E+11,,5
OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Blue,Office Supplies,Binders,2017-01-19,,,8.43E+11,,3
OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,Black,Office Supplies,Binders,2016-11-21,,,,,3
OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Pink,Office Supplies,Binders,2017-01-12,,13,8.26E+11,,3
OFF-BI-10002799,"SlimView Poly Binder, 3/8""",Pink,Office Supplies,Binders,2015-12-01,,,,,0
OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,Blue,Office Supplies,Binders,2016-03-22,,9,6.71E+11,,0
OFF-BI-10002824,Recycled Easel Ring Binders,Blue,Office Supplies,Binders,2017-01-22,Hi-Tec,11,90641342416,,6
OFF-BI-10002827,Avery Durable Poly Binders,Pink,Office Supplies,Binders,2016-11-04,VANS,,7.32E+11,,0
OFF-BI-10002852,Ibico Standard Transparent Covers,Blue,Office Supplies,Binders,2016-01-02,,,,,0
OFF-BI-10002854,"Performers Binder/Pad Holder, Black",Blue,Office Supplies,Binders,2016-03-04,,,,,0
OFF-BI-10002867,GBC Recycled Regency Composition Covers,Pink,Office Supplies,Binders,2016-05-31,,,8.85E+11,,2
OFF-BI-10002897,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",Blue,Office Supplies,Binders,2017-01-09,VANS,"8.5,10,7,6,9,13,11",7.06E+11,,3
OFF-BI-10002931,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Blue,Office Supplies,Binders,2016-10-05,Cape Robbin,,,,7
OFF-BI-10002949,Prestige Round Ring Binders,Blue,Office Supplies,Binders,2016-10-05,Naya,"10,8",93637042543,,0
OFF-BI-10002954,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Black,Office Supplies,Binders,2016-11-04,Oh!,,8.42E+11,,4
OFF-BI-10002976,ACCOHIDE Binder by Acco,Black,Office Supplies,Binders,2016-10-28,Toms,,8.41E+11,,0
OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Blue,Office Supplies,Binders,2015-11-16,Qianyuyu,,,499 g,0
OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Blue,Office Supplies,Binders,2017-01-17,,,8.86E+11,,0
OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,Blue,Office Supplies,Binders,2017-01-09,Creative Recreation,,8.84E+11,,0
OFF-BI-10003094,Self-Adhesive Ring Binder Labels,White,Office Supplies,Binders,2017-01-14,Converse,,8.87E+11,,6
OFF-BI-10003166,GBC Plasticlear Binding Covers,Blue,Office Supplies,Binders,2016-10-28,Roper,,52356155484,,8
OFF-BI-10003196,Accohide Poly Flexible Ring Binders,Black,Office Supplies,Binders,2016-11-04,United Nude,,8.88E+11,,4
OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",Black,Office Supplies,Binders,2016-01-02,,,,,5
OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,Black,Office Supplies,Binders,2016-11-04,Guess,9.5,8.88E+11,,1
OFF-BI-10003305,Avery Hanging File Binders,Blue,Office Supplies,Binders,2016-11-02,,7.5,7.13E+11,,2
OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,Black,Office Supplies,Binders,2016-01-02,,"10,8.5,5.5,7,6,9.5,6.5,7.5,9,8,11",,,0
OFF-BI-10003350,Acco Expandable Hanging Binders,Blue,Office Supplies,Binders,2016-03-18,,12,6.05E+11,,0
OFF-BI-10003355,Cardinal Holdit Business Card Pockets,Blue,Office Supplies,Binders,2016-06-05,,,,,0
OFF-BI-10003364,Binding Machine Supplies,Black,Office Supplies,Binders,2016-01-02,,"8.5,10,7,6,6.5,7.5,9,8",,,0
OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Pink,Office Supplies,Binders,2016-04-10,,,,,0
OFF-BI-10003460,Acco 3-Hole Punch,Blue,Office Supplies,Binders,2016-05-11,,,,,0
